wavelet_based_(co)spectra
--------------------------------------------------------------
TIMESTAMP_START = 2022-05-15 07:00:00
TIMESTAMP_END = 2022-05-15 07:29:59.950000
N: 36000
TIME_BUFFER [min] = 495.0
frequency [Hz]
y-axis_->_wavelet_coefficient_*_
mother_wavelet -> dwt
acquisition_frequency [Hz] = 20.0
averaging_interval [Min] = 30
variable,natural_frequency,value
co2D_var,,22.012410479618662
co2D_var_qc,,0.9998888888888889
co2T_var,,183080.00549698417
co2T_var_qc,,0.9998888888888889
co2_nfb,,
co2_var,,35.92894770618764
co2_var_qc,,0.9998888888888889
h2oD_var,,0.08059485302499995
h2oD_var_qc,,0.9996111111111111
h2oT_var,,134.7269935086921
h2oT_var_qc,,0.9996111111111111
h2o_nfb,,
h2o_var,,0.11312239595623703
h2o_var_qc,,0.9996111111111111
w/co2D_cov,,-0.22859482886036273
w/co2D_cov_qc,,0.00011111111111111112
w/co2T_cov,,-0.05705234190601548
w/co2T_cov_qc,,0.00011111111111111112
w/co2_cov,,-0.28697062096880005
w/co2_cov_qc,,0.00011111111111111112
wD/co2D_cov,,-0.23483361279149625
wD/co2D_cov_qc,,0.00011111111111111112
wD/co2_cov,,-0.27710018574280026
wD/co2_cov_qc,,0.00011111111111111112
wD_var,,0.05114977155997964
wD_var_qc,,1.0
wT/co2T_cov,,1.428584694092734
wT/co2T_cov_qc,,0.00011111111111111112
wT/co2_cov,,-0.009870435225999806
wT/co2_cov_qc,,0.00011111111111111112
wT_var,,1.6570233695695444e-05
wT_var_qc,,1.0
w_nfb,,
w_var,,0.05124097760469296
w_var_qc,,1.0
wco2,,-0.19981055449037083
wco2+wh2o+,,0.014779737999032856
wco2+wh2o+,10.0,0.0005339565378580051
wco2+wh2o+,0.01953125,0.00018364154495375968
wco2+wh2o+,0.009765625,9.261447278260882e-05
wco2+wh2o+,0.0048828125,3.196096704095926e-06
wco2+wh2o+,0.00244140625,0.00046497847908402414
wco2+wh2o+,0.001220703125,0.0001070430911852556
wco2+wh2o+,0.0006103515625,0.00330217430076665
wco2+wh2o+,0.00030517578125,0.0
wco2+wh2o+,0.000152587890625,2.351192608166214e-05
wco2+wh2o+,7.62939453125e-05,0.0
wco2+wh2o+,3.814697265625e-05,0.11063888839799957
wco2+wh2o+,5.0,0.001236254704975863
wco2+wh2o+,2.5,0.00290173692473424
wco2+wh2o+,1.25,0.003229848865784814
wco2+wh2o+,0.625,0.0008591777307678333
wco2+wh2o+,0.3125,0.00042897613543847854
wco2+wh2o+,0.15625,0.0007850155901724509
wco2+wh2o+,0.078125,0.000525925835165967
wco2+wh2o+,0.0390625,0.0001251976886588112
wco2+wh2o+_qc,,0.00011111111111111112
wco2+wh2o-,,0.05337481466829632
wco2+wh2o-,10.0,0.0005566016494314715
wco2+wh2o-,0.01953125,0.001813155586884354
wco2+wh2o-,0.009765625,0.00393098238847233
wco2+wh2o-,0.0048828125,0.00021468143389515487
wco2+wh2o-,0.00244140625,0.0010407723698342391
wco2+wh2o-,0.001220703125,0.0005316311595708291
wco2+wh2o-,0.0006103515625,3.5473886009000295e-06
wco2+wh2o-,0.00030517578125,0.0023734119432511996
wco2+wh2o-,0.000152587890625,0.00030067800223489616
wco2+wh2o-,7.62939453125e-05,0.0
