file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,,,,,,,,,,storage_fluxes,,,,,,vertical_advection_fluxes,,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes_and_spectral_correction_factors_(scf),,,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,,diagnostic_flags_LI-7200,,,,,,,,,diagnostic_flags_LI-7500,,,,diagnostic_flags_LI-7700,,,,,,,,,,,,,,,,AGC_LI-7200,AGC_LI-7500,variances,,,,,,,,covariances,,,,,custom_variables,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,rand_err_Tau,H,qc_H,rand_err_H,LE,qc_LE,rand_err_LE,co2_flux,qc_co2_flux,rand_err_co2_flux,h2o_flux,qc_h2o_flux,rand_err_h2o_flux,ch4_flux,qc_ch4_flux,rand_err_ch4_flux,none_flux,qc_none_flux,rand_err_none_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,none_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,none_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,none_molar_density,none_mole_fraction,none_mixing_ratio,none_time_lag,none_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,un_none_flux,un_none_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,none_spikes,head_detect_LI-7200,t_out_LI-7200,t_in_LI-7200,aux_in_LI-7200,delta_p_LI-7200,chopper_LI-7200,detector_LI-7200,pll_LI-7200,sync_LI-7200,chopper_LI-7500,detector_LI-7500,pll_LI-7500,sync_LI-7500,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,mean_value_RSSI_LI-7200,mean_value_LI-7500,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,none_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,w/none_cov,co2_mean,flowrate_mean
FR-Gri_EC_202205131730_L05_F01.csv,2022-05-13,18:00,133.7498,1,36000,36000,-0.847749E-01,0,0.725514E-02,45.6036,0,3.41617,91.2006,0,7.18390,-10.7927,0,0.576129,2.06300,0,0.162503,-9999,-9999,-9999,-9999,-9999,-9999,-0.155153,-0.409081E-01,0.134755E-01,-0.925360E-03,-9999,-9999,0.509441E-10,0.125500E-11,-9999,-9999,15.7996,392.256,396.083,0.200000,0,389.222,9.66319,9.75747,0.350000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,293.825,292.927,99767.5,1.18224,1010.77,0.244856E-01,0.133682,0.711156E-02,961.372,2298.80,0.601531E-02,41.8206,1337.43,279.557,-1.27482,1.83859,0.133405E-03,2.23731,0.186032E-12,0.322438E-14,2.23731,6.87975,306.217,124.736,0.341639E-02,-9999,0.267781,0.804085,-36.6688,-0.532632E-01,0.500036,-0.142515,1,12.6258,6.00000,10.0000,19.0000,31.0000,55.0000,155.000,-0.838635E-01,1.01087,49.7938,1.02204,81.3257,1.12142,-9.62413,1.12142,1.83962,1.12142,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000099,800000099,800000099,800000099,800000099,80100,80100,80,81,0,0,1,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.798858,0.697270,0.112041,0.160322,3.90353,0.192456,-9999,-9999,0.416692E-01,-0.237945,0.454825E-01,-9999,-9999,15.7318,0.221888E-03
FR-Gri_EC_202205131800_L05_F01.csv,2022-05-13,18:30,133.7707,1,36000,36000,-0.587891E-01,0,0.584317E-02,22.5544,0,2.81738,88.2939,0,7.37940,-9.26282,0,0.569031,1.99694,0,0.166900,-9999,-9999,-9999,-9999,-9999,-9999,-0.210516,-0.152825,0.164311E-01,-0.345644E-02,-9999,-9999,0.282536E-10,0.689935E-12,-9999,-9999,15.8328,392.616,396.417,0.200000,0,386.628,9.58744,9.68025,0.350000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,293.659,292.768,99767.5,1.18292,1010.73,0.244717E-01,0.129402,0.705980E-02,953.859,2276.31,0.596813E-02,41.9038,1322.45,279.443,-1.23888,1.45345,0.261715E-02,1.90980,0.215822E-14,0.178450E-14,1.90980,6.85593,298.841,130.443,0.785168E-01,-9999,0.222931,0.737379,-42.7791,-0.456555E-01,0.255447,-0.846198E-01,1,13.0877,6.00000,11.0000,20.0000,32.0000,58.0000,167.000,-0.581576E-01,1.01086,27.0491,1.02119,79.1092,1.11610,-8.29926,1.11610,1.78921,1.11610,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000099,800000099,800000099,800000099,800100099,80100,80100,80,80,0,0,1,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.675513,0.716327,0.829186E-01,0.853121E-01,3.70486,0.191243,-9999,-9999,0.226238E-01,-0.205058,0.442078E-01,-9999,-9999,15.7655,0.220825E-03
FR-Gri_EC_202205131830_L05_F01.csv,2022-05-13,19:00,133.7915,1,36000,36000,-0.898038E-01,0,0.740188E-02,0.369174,0,1.81100,74.1101,0,6.68425,-7.79116,0,0.522196,1.67579,0,0.151146,-9999,-9999,-9999,-9999,-9999,-9999,-0.290502,0.276935E-01,0.143452E-01,0.626210E-03,-9999,-9999,-0.195014E-10,-0.476511E-12,-9999,-9999,15.8688,392.930,396.739,0.250000,0,387.750,9.60115,9.69423,0.400000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,293.442,292.550,99767.5,1.18379,1010.73,0.244536E-01,0.108591,0.707515E-02,955.219,2245.60,0.597667E-02,42.5374,1290.38,279.463,-1.25633,1.65872,-0.173783E-02,2.08080,-0.732117E-14,-0.122891E-14,2.08080,5.62002,301.023,127.141,-0.478519E-01,-9999,0.275429,0.606664,-4928.82,-0.396261E-03,0.498143E-02,-0.112024E-02,1,10.2950,4.00000,9.00000,17.0000,30.0000,58.0000,194.000,-0.888410E-01,1.01084,4.45752,1.02161,66.2384,1.11884,-6.96362,1.11884,1.49780,1.11884,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000099,800000099,800000099,800010099,800110099,80100,80100,80,80,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.594574,0.527346,0.914076E-01,0.293994E-01,2.69524,0.149692,-9999,-9999,0.372549E-02,-0.171932,0.369806E-01,-9999,-9999,15.8028,0.221036E-03
FR-Gri_EC_202205131900_L05_F01.csv,2022-05-13,19:30,133.8123,1,36000,36000,-0.527569E-01,0,0.343794E-02,-26.4299,0,1.43061,36.0157,0,2.89232,-3.24582,0,0.202927,0.814013,0,0.653712E-01,-9999,-9999,-9999,-9999,-9999,-9999,-0.646275,-0.145130,0.343120E-01,-0.328018E-02,-9999,-9999,0.371009E-10,0.898066E-12,-9999,-9999,15.9491,393.680,397.468,0.250000,0,386.064,9.52944,9.62112,0.400000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,292.948,292.065,99767.5,1.18579,1010.68,0.244125E-01,0.527481E-01,0.703413E-02,948.106,2178.70,0.593201E-02,43.5171,1230.59,279.355,-1.18815,1.39588,0.670968E-02,1.83309,0.126981E-13,0.232621E-14,1.83309,4.26731,299.624,130.404,0.209720,-9999,0.210928,0.285959,30.9205,0.631653E-01,-0.733844,0.104554,1,11.3642,5.00000,10.0000,21.0000,38.0000,81.0000,325.000,-0.521043E-01,1.01252,-23.9058,1.02678,31.0104,1.16141,-2.79473,1.16141,0.700884,1.16141,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000099,800000099,800000099,800000099,800000099,80100,80100,80,80,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.271755,0.241108,0.590548E-01,0.599253E-01,1.12525,0.691500E-01,-9999,-9999,-0.199472E-01,-0.688808E-01,0.172745E-01,-9999,-9999,15.8831,0.220245E-03
FR-Gri_EC_202205131930_L05_F01.csv,2022-05-13,20:00,133.8332,1,36000,36000,-0.162566E-01,0,0.152024E-02,-16.7059,0,1.15918,17.5995,0,2.20127,-1.81485,0,0.168618,0.397600,0,0.497301E-01,-9999,-9999,-9999,-9999,-9999,-9999,-0.615609,0.865900,-0.707150E-01,0.195620E-01,-9999,-9999,0.429786E-10,0.109124E-11,-9999,-9999,15.9191,392.137,396.080,0.300000,0,404.190,9.95649,10.0566,0.550000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,292.525,291.603,99767.5,1.18748,1010.90,0.243772E-01,0.257645E-01,0.735999E-02,990.459,2116.66,0.619800E-02,46.7934,1126.20,279.990,-0.698384,1.06616,0.255978E-02,1.27454,0.398489E-13,0.269982E-14,1.27454,3.01749,306.934,123.227,0.115073,-9999,0.117004,0.108987,8.35027,0.233897,-0.949224,0.118941,1,15.8374,7.00000,15.0000,32.0000,63.0000,143.000,698.000,-0.159609E-01,1.01853,-15.2522,1.03859,14.3533,1.22617,-1.48010,1.22617,0.324262,1.22617,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000099,800000099,800000099,800100099,811100199,80100,80100,80,80,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.129364,0.658297E-01,0.227803E-01,0.871632E-01,1.48726,0.876567E-01,-9999,-9999,-0.127057E-01,-0.364423E-01,0.798386E-02,-9999,-9999,15.8527,0.219712E-03
FR-Gri_EC_202205132000_L05_F01.csv,2022-05-13,20:30,133.8540,0,36000,36000,-0.555851E-02,0,0.498303E-03,-7.48118,0,0.614678,5.30458,0,0.742258,0.133415,2,0.142008,0.119789,0,0.167618E-01,-9999,-9999,-9999,-9999,-9999,-9999,-0.571855,0.786887,0.408806E-01,0.177697E-01,-9999,-9999,0.245651E-10,0.646515E-12,-9999,-9999,15.9671,393.028,397.136,0.400000,1,420.230,10.3439,10.4520,0.900000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,292.131,291.175,99767.5,1.18905,1011.10,0.243444E-01,0.776233E-02,0.765666E-02,1028.87,2060.51,0.643930E-02,49.9327,1031.64,280.545,-0.480111,0.703981,0.488158E-02,0.852127,-0.404836E-14,0.153848E-14,0.852127,1.80767,305.100,124.294,0.328232,-9999,0.683721E-01,0.366279E-01,3.72094,0.524894,-1.41033,0.910112E-01,1,21.3457,9.00000,21.0000,45.0000,89.0000,209.000,1082.00,-0.540596E-02,1.02822,-6.85013,1.05773,4.00053,1.32597,0.100617,1.32597,0.903408E-01,1.32597,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000099,800000099,800100099,800100199,811110199,81100,81100,80,80,0,0,7,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.371939E-01,0.287209E-01,0.734106E-02,0.619535E-01,2.34098,0.320252E-01,-9999,-9999,-0.569774E-02,0.247499E-02,0.222221E-02,-9999,-9999,15.9007,0.219419E-03
FR-Gri_EC_202205132030_L05_F01.csv,2022-05-13,21:00,133.8748,0,36000,36000,-0.342177E-02,1,0.398605E-03,-2.64220,1,0.428704,0.540190,1,0.267527,0.811106,1,0.190056,0.121966E-01,1,0.604031E-02,-9999,-9999,-9999,-9999,-9999,-9999,-0.240934,-0.531601,0.316909,-0.120026E-01,-9999,-9999,-0.134213E-10,-0.338354E-12,-9999,-9999,16.3001,399.932,404.005,0.350000,0,410.931,10.0824,10.1851,0.700000,1,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,291.926,290.995,99767.5,1.18991,1010.96,0.243273E-01,0.790338E-03,0.746835E-02,1002.94,2037.30,0.627642E-02,49.2292,1034.35,280.172,-0.611010,0.207008,0.210475E-01,0.645467,-0.344177E-13,-0.823385E-15,0.645467,1.66901,267.633,161.284,1.86864,-9999,0.536252E-01,0.376714E-01,5.08285,0.384253,-4.89125,0.409593E-01,1,19.3819,9.00000,19.0000,40.0000,80.0000,187.000,959.000,-0.334075E-02,1.02425,-2.50056,1.04910,0.424203,1.27342,0.636949,1.27342,0.957778E-02,1.27342,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000099,800001099,800101099,811110199,811110199,81000,81000,80,80,0,0,31,2,6,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.353263E-01,0.371305E-01,0.288611E-02,0.537351E-01,7.49701,0.662107E-02,-9999,-9999,-0.207871E-02,0.156526E-01,0.235368E-03,-9999,-9999,16.2348,0.219161E-03
FR-Gri_EC_202205132100_L05_F01.csv,2022-05-13,21:30,133.8956,0,36000,36000,-0.394729E-02,1,0.220531E-03,-3.09494,1,0.680910,1.08488,1,0.358781,1.13623,1,0.339107,0.244880E-01,1,0.809840E-02,-9999,-9999,-9999,-9999,-9999,-9999,-0.388328,-0.338021,0.298339,-0.762980E-02,-9999,-9999,-0.531572E-10,-0.129698E-11,-9999,-9999,16.6353,406.425,410.495,0.600000,0,405.885,9.91635,10.0157,0.700000,1,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,291.620,290.704,99767.5,1.19117,1010.86,0.243018E-01,0.158682E-02,0.735308E-02,986.479,2000.37,0.617300E-02,49.3148,1013.89,279.931,-0.417422,0.212609,0.144130E-01,0.468670,-0.270562E-13,-0.319545E-14,0.468670,1.11133,278.468,153.008,1.76229,-9999,0.575656E-01,0.370489E-01,5.36770,0.363862,-2.85279,0.446505E-01,1,10.1313,4.00000,10.0000,20.0000,40.0000,90.0000,433.000,-0.385419E-02,1.02416,-2.90988,1.04796,0.859672,1.26197,0.900363,1.26197,0.194045E-01,1.26197,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000099,800001099,800111099,811110199,811110199,81100,81100,80,81,0,0,20,0,10,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.212992E-01,0.492582E-01,0.354033E-02,0.765821E-01,17.2931,0.474996E-02,-9999,-9999,-0.241664E-02,0.220989E-01,0.476273E-03,-9999,-9999,16.5741,0.218067E-03
FR-Gri_EC_202205132130_L05_F01.csv,2022-05-13,22:00,133.9165,0,36000,36000,-0.364698E-03,1,0.185999E-03,-0.264498E-01,2,0.751617E-01,-0.157623,0,0.226033,0.832681E-01,1,0.610441E-01,-0.355664E-02,0,0.510025E-02,-9999,-9999,-9999,-9999,-9999,-9999,-0.480554,-0.609682,0.170786,-0.137570E-01,-9999,-9999,0.216374E-10,0.507380E-12,-9999,-9999,16.8311,410.136,414.119,0.400000,1,394.674,9.61736,9.71075,0.700000,1,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,291.232,290.346,99767.5,1.19277,1010.69,0.242695E-01,-0.230470E-03,0.714086E-02,956.827,1955.55,0.598677E-02,48.9287,998.726,279.488,-0.319617,-0.204283,0.266606E-01,0.380260,-0.101596E-12,0.128557E-14,0.380260,0.824042,221.812,212.585,4.02040,-9999,0.174859E-01,0.321492E-01,17.6022,0.110958,0.167804,0.125476E-02,1,38.8785,17.0000,36.0000,76.0000,146.000,326.000,1496.00,-0.358204E-03,1.01813,-0.338745E-01,1.03306,-0.133815,1.17792,0.706910E-01,1.17792,-0.301943E-02,1.17792,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000099,800000099,800111199,811110199,811110199,80000,80000,80,81,0,0,105,0,49,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.130039E-01,0.504101E-01,0.884476E-03,0.334588E-01,4.37244,0.771681E-02,-9999,-9999,-0.280996E-04,0.173225E-02,-0.739896E-04,-9999,-9999,16.7761,0.217142E-03
FR-Gri_EC_202205132200_L05_F01.csv,2022-05-13,22:30,133.9373,0,36000,36000,-0.277458E-02,1,0.217100E-03,-0.469389E-01,2,0.119882,0.934390,2,0.174843,-0.496054E-01,2,0.539639E-01,0.210827E-01,2,0.394500E-02,-9999,-9999,-9999,-9999,-9999,-9999,-0.686996E-01,-0.543168,-0.111924,-0.122555E-01,-9999,-9999,-0.244681E-10,-0.561197E-12,-9999,-9999,16.7708,407.704,411.553,0.400000,1,384.652,9.35107,9.43934,1.15000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,291.156,290.294,99767.5,1.19310,1010.54,0.242631E-01,0.136616E-02,0.694495E-02,930.413,1949.23,0.582091E-02,47.7322,1018.82,279.082,-0.419227,-0.486476,0.272989E-01,0.642772,0.983115E-13,-0.145897E-14,0.642772,1.03831,199.597,229.246,2.43412,-9999,0.482236E-01,0.383011E-01,208.042,0.938801E-02,-0.502348E-01,0.807315E-03,1,22.1437,10.0000,19.0000,38.0000,66.0000,131.000,459.000,-0.273052E-02,1.01614,0.575965E-02,1.02230,0.846704,1.10356,-0.449502E-01,1.10356,0.191042E-01,1.10356,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000099,800000099,810100099,811110199,811110199,80100,80100,80,81,0,0,18,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.172268E-01,0.588969E-01,0.478527E-03,0.171223E-01,1.21385,0.485569E-02,-9999,-9999,0.477711E-05,-0.110090E-02,0.467892E-03,-9999,-9999,16.7174,0.216655E-03
FR-Gri_EC_202205132230_L05_F01.csv,2022-05-13,23:00,133.9581,0,36000,36000,-0.258257E-02,1,0.285764E-03,1.65338,2,1.39552,-3.35685,2,0.958392,-1.52167,2,1.14829,-0.756184E-01,2,0.215893E-01,-9999,-9999,-9999,-9999,-9999,-9999,-2.26559,0.771306,0.865438,0.173749E-01,-9999,-9999,-0.140269E-10,-0.319960E-12,-9999,-9999,17.6169,426.402,430.590,0.400000,1,401.851,9.72645,9.82198,0.650000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,289.504,288.613,99767.5,1.19989,1010.71,0.241255E-01,-0.490007E-02,0.726496E-02,967.647,1751.16,0.605471E-02,55.2575,783.512,279.651,-1.20329,0.339303,0.119369E-01,1.25027,0.494937E-13,-0.796215E-15,1.25027,2.42490,264.223,164.253,0.547037,-9999,0.463934E-01,0.733644E-01,-5.25913,-0.371373,-0.492539,-0.293867E-01,1,46.1015,21.0000,36.0000,60.0000,91.0000,146.000,330.000,-0.255243E-02,1.01181,1.44116,1.02036,-3.03233,1.10702,-1.37456,1.10702,-0.683079E-01,1.10702,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000099,800000099,800100199,811100199,811110199,80000,80000,80,80,0,0,100,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.646791E-01,0.797246E-01,0.232503E-02,0.925754,182.951,0.708799E-01,-9999,-9999,0.118836E-02,-0.334868E-01,-0.166410E-02,-9999,-9999,17.5644,0.216000E-03
FR-Gri_EC_202205132300_L05_F01.csv,2022-05-13,23:30,133.9790,0,36000,36000,-0.187548E-01,0,0.198516E-02,-32.0551,0,2.54989,-2.10050,0,0.486369,7.60581,0,0.540949,-0.472734E-01,0,0.109461E-01,-9999,-9999,-9999,-9999,-9999,-9999,-1.29982,-0.490965,-0.140207E-01,-0.110495E-01,-9999,-9999,0.536510E-10,0.119472E-11,-9999,-9999,17.6900,426.100,430.182,0.350000,0,393.926,9.48854,9.57943,0.700000,1,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,288.518,287.651,99767.5,1.20400,1010.56,0.240433E-01,-0.306332E-02,0.711149E-02,944.049,1646.05,0.590653E-02,57.3525,701.999,279.293,-0.379499,0.933031,-0.260528E-02,1.00726,0.399207E-13,0.303285E-14,1.00726,3.38742,315.936,112.133,-0.148196,-9999,0.124808,0.165618,5.28107,0.369830,15.2607,0.211090,1,9.98328,4.00000,9.00000,20.0000,39.0000,89.0000,426.000,-0.183204E-01,1.02371,-30.7545,1.04882,-1.64102,1.28000,5.94204,1.28000,-0.369324E-01,1.28000,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000099,800000099,810100099,800100199,800100199,81000,81000,80,80,0,0,25,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.162080,0.147506,0.216502E-01,0.298224,10.5375,0.377559E-02,-9999,-9999,-0.252768E-01,0.144231,-0.896459E-03,-9999,-9999,17.6423,0.215134E-03
FR-Gri_EC_202205132330_L05_F01.csv,2022-05-14,00:00,134.0000,0,36000,36000,-0.234023E-01,0,0.256894E-02,-28.5452,0,2.94660,-2.96523,0,0.481732,6.77251,0,0.675851,-0.667113E-01,0,0.108379E-01,-9999,-9999,-9999,-9999,-9999,-9999,-0.494392,-0.784645E-01,0.250412E-01,-0.176528E-02,-9999,-9999,-0.511307E-10,-0.113261E-11,-9999,-9999,17.7597,426.639,430.709,0.350000,0,393.400,9.45058,9.54074,1.10000,0,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,288.148,287.286,99767.5,1.20555,1010.53,0.240125E-01,-0.432289E-02,0.709213E-02,940.284,1607.59,0.588289E-02,58.4902,667.309,279.235,-0.512002,0.805593,0.109756E-01,0.954593,-0.203813E-12,-0.287902E-14,0.954593,3.05663,306.851,122.438,0.658780,-9999,0.139327,0.193591,8.25013,0.236736,9.62664,0.168176,1,7.50048,3.00000,7.00000,15.0000,28.0000,63.0000,289.000,-0.229658E-01,1.01901,-27.7017,1.03903,-2.42169,1.22445,5.53107,1.22445,-0.544828E-01,1.22445,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000099,800000099,800100099,800000199,800100199,81000,81000,80,81,0,0,24,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.156926,0.203974,0.262825E-01,0.308640,10.9175,0.228697E-02,-9999,-9999,-0.227391E-01,0.134078,-0.132071E-02,-9999,-9999,17.7132,0.213684E-03
FR-Gri_EC_202205140000_L05_F01.csv,2022-05-14,00:30,134.0208,0,36000,36000,-0.203469E-01,0,0.279289E-02,-37.4038,0,3.73191,-3.39757,0,0.691403,5.96305,0,0.575969,-0.764210E-01,0,0.155516E-01,-9999,-9999,-9999,-9999,-9999,-9999,-0.313928,-0.261916E-01,-0.119406,-0.589123E-03,-9999,-9999,0.301048E-10,0.669994E-12,-9999,-9999,17.6829,424.073,428.114,0.350000,0,393.540,9.43792,9.52784,0.700000,1,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,9,287.915,287.055,99767.5,1.20653,1010.51,0.239930E-01,-0.495208E-02,0.708837E-02,939.028,1583.60,0.587501E-02,59.2969,644.576,279.216,-0.313176,0.933768,0.542768E-02,0.984902,-0.295165E-13,0.170248E-14,0.984902,3.51877,320.701,108.541,0.315752,-9999,0.129861,0.170600,5.09807,0.383106,11.0090,0.236241,1,8.95750,4.00000,8.00000,18.0000,35.0000,79.0000,374.000,-0.198666E-01,1.02418,-35.8983,1.04973,-2.64475,1.28465,4.64178,1.28465,-0.594880E-01,1.28465,-9999,-9999,-9999,-9999,800000099,800000099,800000099,800000099,800000099,801100099,800100199,800100199,81000,81000,80,80,0,0,25,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.186990,0.122772,0.314379E-01,0.322715,6.66574,0.404076E-02,-9999,-9999,-0.294438E-01,0.112429,-0.144086E-02,-9999,-9999,17.6399,0.213604E-03
